data_situacao_cadastral,motivo,uf,quantidade
1988-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,1
1988-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RN,1
1988-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SC,1
1988-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,4
1988-10,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,2
1988-10,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,3
1988-10,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,6
1988-11,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,7
1988-11,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MS,1
1988-11,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,1
1988-11,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,3
1988-11,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SC,2
1988-11,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,4
1988-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,CE,1
1988-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,GO,1
1988-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,2
1988-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MT,1
1988-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,2
1988-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,1
1988-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,14
1988-12,NAO INICIO DE ATIVIDADE,RS,1
1988-12,NAO INICIO DE ATIVIDADE,SP,1
1989-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,AP,1
1989-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,CE,1
1989-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,1
1989-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,1
1989-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,3
1989-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,1
1989-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SC,1
1989-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,2
1989-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,CE,2
1989-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,ES,1
1989-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,5
1989-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RN,1
1989-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SC,3
1989-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,6
1989-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,AL,1
1989-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,5
1989-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PB,1
1989-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,2
1989-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,2
1989-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,8
1989-04,INCORPORACAO,SP,1
1989-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,AM,1
1989-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,4
1989-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MS,1
1989-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PB,1
1989-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PE,1
1989-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,4
1989-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RR,1
1989-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,1
1989-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SC,1
1989-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,4
1989-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,3
1989-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,1
1989-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,7
1989-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SC,3
1989-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,11
1989-06,NAO INICIO DE ATIVIDADE,PE,1
1989-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,3
1989-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,1
1989-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,2
1989-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,6
1989-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SC,2
1989-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,4
1989-07,NAO INICIO DE ATIVIDADE,SP,1
1989-08,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR NUMERO 123/2006),PB,1
1989-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,4
1989-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,1
1989-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,2
1989-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,2
1989-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,6
1989-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,BA,1
1989-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,DF,1
1989-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,4
1989-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MS,1
1989-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,2
1989-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,1
1989-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SC,4
1989-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,9
1989-10,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,CE,1
1989-10,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,ES,1
1989-10,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,GO,1
1989-10,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,6
1989-10,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,3
1989-10,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,2
1989-10,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RO,1
1989-10,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,11
1989-10,NAO INICIO DE ATIVIDADE,MG,1
1989-11,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,6
1989-11,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MT,1
1989-11,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,1
1989-11,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,2
1989-11,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,4
1989-11,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SC,1
1989-11,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,10
1989-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,6
1989-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PB,1
1989-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,3
1989-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,1
1989-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,3
1989-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SC,4
1989-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,9
1990-01,ENCERRAMENTO DA LIQUIDACAO,PR,1
1990-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,1
1990-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,1
1990-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,1
1990-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SC,1
1990-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,6
1990-01,NAO INICIO DE ATIVIDADE,SP,1
1990-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,3
1990-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,4
1990-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,3
1990-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,BA,1
1990-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,3
1990-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SC,1
1990-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,3
1990-03,INCORPORACAO,SP,1
1990-03,NAO INICIO DE ATIVIDADE,PR,1
1990-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,3
1990-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MS,1
1990-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PB,1
1990-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,2
1990-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,2
1990-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,2
1990-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,6
1990-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,2
1990-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PE,1
1990-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,1
1990-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,1
1990-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,1
1990-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SC,1
1990-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,5
1990-05,NAO INICIO DE ATIVIDADE,RJ,1
1990-06,ENCERRAMENTO DA LIQUIDACAO,PR,1
1990-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,6
1990-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PE,1
1990-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,2
1990-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,3
1990-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,10
1990-06,NAO INICIO DE ATIVIDADE,MG,1
1990-06,NAO INICIO DE ATIVIDADE,PR,2
1990-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,CE,1
1990-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,DF,1
1990-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,4
1990-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,2
1990-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,2
1990-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,12
1990-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,BA,1
1990-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,1
1990-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MS,1
1990-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,2
1990-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RN,1
1990-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,8
1990-08,NAO INICIO DE ATIVIDADE,MG,1
1990-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,5
1990-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,2
1990-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,4
1990-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,1
1990-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,4
1990-09,INCORPORACAO,MG,1
1990-09,NAO INICIO DE ATIVIDADE,RJ,1
1990-09,NAO INICIO DE ATIVIDADE,SC,1
1990-10,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MA,1
1990-10,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,4
1990-10,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PE,1
1990-10,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,1
1990-10,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,1
1990-10,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,2
1990-11,ENCERRAMENTO DA LIQUIDACAO,SE,1
1990-11,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,ES,2
1990-11,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,6
1990-11,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,2
1990-11,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,2
1990-11,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,6
1990-11,NAO INICIO DE ATIVIDADE,SE,1
1990-11,NAO INICIO DE ATIVIDADE,SP,1
1990-12,ENCERRAMENTO DA LIQUIDACAO,MS,1
1990-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,CE,1
1990-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,ES,1
1990-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,2
1990-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,4
1990-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,3
1990-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,4
1990-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SC,1
1990-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,11
1990-12,NAO INICIO DE ATIVIDADE,RO,1
1991-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,GO,1
1991-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,5
1991-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PA,1
1991-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PE,1
1991-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,2
1991-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,1
1991-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SC,2
1991-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,3
1991-01,NAO INICIO DE ATIVIDADE,RS,1
1991-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PE,1
1991-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,1
1991-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,1
1991-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,1
1991-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,1
1991-03,INCORPORACAO,SP,1
1991-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,2
1991-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,1
1991-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,3
1991-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,5
1991-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SC,1
1991-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,5
1991-05,ENCERRAMENTO DA LIQUIDACAO,RN,1
1991-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,AL,1
1991-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,BA,1
1991-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,GO,1
1991-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,2
1991-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,2
1991-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,1
1991-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SC,1
1991-05,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,6
1991-05,INCORPORACAO,MG,1
1991-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,GO,1
1991-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,6
1991-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MT,1
1991-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,1
1991-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,1
1991-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,1
1991-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SC,2
1991-06,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,10
1991-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,10
1991-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PB,1
1991-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,1
1991-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,4
1991-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SC,5
1991-07,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,9
1991-07,NAO INICIO DE ATIVIDADE,ES,1
1991-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,AM,1
1991-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,GO,1
1991-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,5
1991-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PI,1
1991-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,1
1991-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,3
1991-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SC,2
1991-08,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,5
1991-08,INCORPORACAO,SP,1
1991-08,NAO INICIO DE ATIVIDADE,GO,1
1991-09,ENCERRAMENTO DA LIQUIDACAO,RJ,1
1991-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,GO,1
1991-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,7
1991-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,4
1991-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,1
1991-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,4
1991-09,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,9
1991-09,NAO INICIO DE ATIVIDADE,PR,1
1991-10,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,DF,2
1991-10,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,5
1991-10,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,4
1991-10,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,1
1991-10,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,2
1991-10,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,12
1991-10,INCORPORACAO,SP,1
1991-10,NAO INICIO DE ATIVIDADE,PI,1
1991-11,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,DF,2
1991-11,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,10
1991-11,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,3
1991-11,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,1
1991-11,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,1
1991-11,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,4
1991-11,NAO INICIO DE ATIVIDADE,SC,2
1991-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,CE,1
1991-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,ES,1
1991-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,GO,1
1991-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,9
1991-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PA,1
1991-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PE,2
1991-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,2
1991-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,5
1991-12,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,12
1991-12,NAO INICIO DE ATIVIDADE,MG,1
1991-12,NAO INICIO DE ATIVIDADE,PI,1
1992-01,EXTINCAO - TRATAMENTO DIFERENCIADO DADO AS ME E EPP (LEI COMPLEMENTAR NUMERO 123/2006),RN,1
1992-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,ES,1
1992-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MA,1
1992-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,8
1992-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PE,1
1992-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,1
1992-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SC,2
1992-01,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,16
1992-01,NAO INICIO DE ATIVIDADE,SC,1
1992-01,NAO INICIO DE ATIVIDADE,SP,1
1992-02,ENCERRAMENTO DA LIQUIDACAO,SP,2
1992-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,1
1992-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PE,1
1992-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,2
1992-02,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,4
1992-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,GO,1
1992-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,1
1992-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RN,1
1992-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RO,1
1992-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,1
1992-03,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,8
1992-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,GO,1
1992-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,MG,3
1992-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,PR,1
1992-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RJ,3
1992-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RO,1
1992-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,RS,1
1992-04,EXTINCAO POR ENCERRAMENTO LIQUIDACAO VOLUNTARIA,SP,4
1992-04,INCORPORACAO,SP,1
1992-04,NAO INICIO DE ATIVIDADE,DF,1
1992-04,NAO INICIO DE ATIVIDADE,MG,1
